,index,CO_CATEGORIA_ADMINISTRATIVA,CO_ORGANIZACAO_ACADEMICA,CO_TURNO_ALUNO,CO_GRAU_ACADEMICO,CO_MODALIDADE_ENSINO,CO_COR_RACA_ALUNO,NU_ANO_ALUNO_NASC,NU_MES_ALUNO_NASC,NU_DIA_ALUNO_NASC,CO_UF_NASCIMENTO,DT_INGRESSO_CURSO,IN_FINANC_ESTUDANTIL,IN_ING_CONVENIO_PECG,IN_SEXO_ALUNO,IN_MOBILIDADE_ACADEMICA,NO_OCDE_AREA_GERAL
"453,3561ed437aea009758071e53532dc1eae6c196c1,1.0,1.0,4.0,1.0,1.0,1.0,1992,5,7,42.0,2011-01-07,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"462,d84d38955ced634cff1d6d8572dd7f825667b8ea,1.0,4.0,3.0,1.0,1.0,1.0,1996,3,19,41.0,2016-01-01,,,0.0,0.0,""Engenharia, produção e construção"""
"463,ccfd1b646302d7d00bafe6c884198a7384a74696,1.0,1.0,4.0,1.0,1.0,1.0,1989,9,10,42.0,2010-01-01,,0.0,1.0,,""Engenharia, produção e construção"""
"467,7f029f2a2c920e5c6b021afb573e1d2fbeb48cbd,1.0,1.0,4.0,1.0,1.0,3.0,1995,11,20,42.0,2016-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"468,2d7123914c251f2b431b8773b70795771fe1405f,2.0,1.0,4.0,1.0,1.0,0.0,1992,6,6,41.0,2012-01-01,,0.0,1.0,0.0,""Engenharia, produção e construção"""
"470,270a1058e925b58f4a668bd88a978d9f28902059,5.0,2.0,3.0,1.0,1.0,1.0,1992,1,15,42.0,2014-01-01,1.0,0.0,1.0,0.0,""Engenharia, produção e construção"""
"471,db45da0656e77411dee58f6787b704e40bdeedbb,5.0,1.0,3.0,1.0,1.0,1.0,1994,8,11,42.0,2014-01-01,1.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"472,8a173d22ffce0d55d3e53c02d7441ae4df7131bf,1.0,1.0,4.0,1.0,1.0,1.0,1992,4,3,42.0,2012-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"475,92f31db03c236e5f0950502a8318fc6486448409,5.0,2.0,3.0,1.0,1.0,1.0,1993,10,16,42.0,2013-01-01,1.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"476,061b06e62ed436aaf9e9777a0734ea43f449927c,5.0,2.0,1.0,1.0,1.0,1.0,1989,1,19,42.0,2012-01-01,1.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"477,cc9112a8ee50358c49ca6ecb7fbb155a94d3ac28,5.0,2.0,1.0,1.0,1.0,1.0,1996,7,14,42.0,2013-01-01,1.0,0.0,1.0,0.0,""Engenharia, produção e construção"""
"480,e7ff32a9140cbfe15a75aa1fdb425c54bab9d601,1.0,1.0,4.0,1.0,1.0,1.0,1995,6,23,42.0,2014-01-07,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"481,b694da755347cd38ba7f7bff09fd1dd7611587b6,1.0,1.0,4.0,1.0,1.0,1.0,1996,1,28,42.0,2014-01-07,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"483,8627ad6bbdcdc7dc9b68e5b86f838cf5a3ae1e4c,1.0,4.0,1.0,1.0,1.0,3.0,1998,4,22,33.0,2016-01-01,,,0.0,0.0,""Engenharia, produção e construção"""
"484,7d665dbdc30011d132971c7a7bf90652b884d0fc,2.0,1.0,4.0,1.0,1.0,2.0,1996,6,10,42.0,2015-01-07,,0.0,1.0,0.0,""Engenharia, produção e construção"""
"485,fabcc4760c72d89d5d38c2d4920d422ef37aadc3,2.0,1.0,4.0,1.0,1.0,1.0,1991,7,29,42.0,2010-01-07,,0.0,1.0,0.0,""Engenharia, produção e construção"""
"487,eaf8aacc78333742a8606eeb1e355dc1f1825438,5.0,1.0,3.0,1.0,1.0,0.0,1988,5,7,42.0,2010-01-07,0.0,,0.0,0.0,""Engenharia, produção e construção"""
"489,e6032d81b4f9a863b45b5411eefb8532e02a9e51,2.0,1.0,3.0,1.0,1.0,1.0,1996,10,14,51.0,2014-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"490,1671414468b46863252f6ea719c9019309064008,4.0,3.0,3.0,1.0,1.0,1.0,1978,11,14,,2014-01-01,1.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"492,8cfb981272acade06c896ff3b23ae4262b173278,1.0,1.0,4.0,1.0,1.0,1.0,1998,7,31,42.0,2016-01-07,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"494,d89704dfbf77012bcf5f142894a5812531b9f939,1.0,1.0,4.0,1.0,1.0,1.0,1994,11,8,43.0,2012-01-07,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"498,52e5d78b61d68b791c7ab36a67bed72664b6bcb4,1.0,4.0,3.0,3.0,1.0,1.0,1991,1,21,42.0,2013-01-07,,,0.0,0.0,""Engenharia, produção e construção"""
"500,618f68f6f6e3a537850130a19a77457748da2623,2.0,1.0,3.0,1.0,1.0,1.0,1992,5,21,42.0,2010-01-01,,0.0,1.0,0.0,""Engenharia, produção e construção"""
"501,4589a2440734e23c1bcded1d1542f00c99d0c796,1.0,1.0,4.0,1.0,1.0,1.0,1994,8,21,42.0,2012-01-07,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"503,5005739b9015730e2a88e996dfd88b0a3a297455,5.0,3.0,3.0,3.0,1.0,1.0,1998,4,27,42.0,2016-01-01,0.0,,0.0,0.0,""Engenharia, produção e construção"""
"504,359caf7b0f54105ad47660cfb48ef88f8aa33b56,2.0,1.0,4.0,1.0,1.0,1.0,1999,4,15,42.0,2016-01-01,,0.0,1.0,0.0,""Engenharia, produção e construção"""
"506,79624f5af6b52851c281696f476c3840c6a023bf,1.0,1.0,4.0,1.0,1.0,1.0,1998,9,26,42.0,2016-01-07,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"507,b6addef2ad266f46f60cd284e43dd26000cf0969,5.0,2.0,3.0,1.0,1.0,1.0,1991,6,17,51.0,2014-01-01,0.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"515,723513e180212e8c09ca538bdd1712dceb210611,2.0,1.0,4.0,1.0,1.0,1.0,1997,10,16,42.0,2015-01-07,,0.0,1.0,0.0,""Engenharia, produção e construção"""
"518,7f252992243421b898935a4737611911edaa9b72,1.0,4.0,2.0,1.0,1.0,1.0,1997,5,4,11.0,2016-01-07,,,0.0,0.0,""Engenharia, produção e construção"""
"519,6e502603a3f248f1182cb7840dc70cb4173784cb,5.0,2.0,3.0,1.0,1.0,1.0,1996,5,30,42.0,2014-01-01,0.0,,0.0,0.0,""Engenharia, produção e construção"""
"520,de1d678ed82afa1846144ef6f5258dab51de88bc,4.0,3.0,3.0,3.0,1.0,0.0,1987,8,21,,2015-01-01,0.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"524,38a594d47da21df22db0f69cab1d3d983a77f3ea,5.0,1.0,3.0,1.0,1.0,0.0,1983,6,5,42.0,2013-01-01,1.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"526,0911d67e35c3e9318fbd50145fc4b1c0c697fecb,5.0,1.0,3.0,1.0,1.0,0.0,1987,4,3,42.0,2010-01-01,0.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"528,1482e515332a401955877752d5d59176eacc996f,4.0,3.0,3.0,1.0,1.0,0.0,1996,8,18,,2016-01-01,0.0,0.0,1.0,0.0,""Engenharia, produção e construção"""
"532,905128e5bd9da065308f31443f9f26c5e562ed99,4.0,3.0,3.0,1.0,1.0,0.0,1991,11,20,,2013-01-01,1.0,0.0,1.0,0.0,""Engenharia, produção e construção"""
"534,34eae4b6de09bdb9119600bf73837f9f66ae37cc,1.0,1.0,4.0,1.0,1.0,1.0,1995,5,17,42.0,2013-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"536,3c900baee3100bf083efdb97d65315225c367779,1.0,1.0,4.0,1.0,1.0,1.0,1997,10,16,42.0,2016-01-07,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"540,9fddff1ae8e151837c73aa6e50f126820487a706,1.0,1.0,4.0,1.0,1.0,1.0,1992,2,18,42.0,2014-01-07,,0.0,0.0,,""Engenharia, produção e construção"""
"543,d5f567226d7d861b1403f3a9ef45d25a02e5e5f2,5.0,2.0,1.0,1.0,1.0,1.0,1996,6,14,41.0,2014-01-01,0.0,0.0,1.0,0.0,""Engenharia, produção e construção"""
"544,baf3f60ad0fe88c3946eb5c6d9495ce30e7ca260,5.0,2.0,3.0,1.0,1.0,1.0,1991,7,17,41.0,2013-01-07,1.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"546,94748b2444d191a85d43f88ecaa4a3e6d6041d05,1.0,1.0,4.0,1.0,1.0,3.0,1992,5,29,42.0,2010-01-07,,0.0,1.0,0.0,""Engenharia, produção e construção"""
"547,1a0b474d25c338d1f466615246795169b9c48cfa,1.0,1.0,4.0,1.0,1.0,1.0,1994,11,7,42.0,2015-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"548,d3afea6430cf1a639449a2805ecc85ab9bb71ed3,1.0,4.0,3.0,3.0,1.0,1.0,1993,10,29,42.0,2016-01-01,,,0.0,0.0,""Engenharia, produção e construção"""
"558,061cd565701e62a50b840f37df5463c889737291,5.0,2.0,1.0,1.0,1.0,1.0,1994,12,16,42.0,2012-01-01,0.0,0.0,1.0,0.0,""Engenharia, produção e construção"""
"565,9ef6ca9e1f8bebdc76ff7de0930ed1d2e7d1eeec,1.0,4.0,4.0,1.0,1.0,1.0,1994,4,7,42.0,2015-01-07,,,0.0,0.0,""Engenharia, produção e construção"""
"567,5b5c423136a3b8d4cbe2b7a3056a1afa4d999130,1.0,1.0,4.0,1.0,1.0,1.0,1996,11,28,42.0,2015-01-07,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"573,c551cbc4a8ae37a81bee8a010f5f3ea4a8f01678,2.0,1.0,4.0,1.0,1.0,1.0,1998,12,5,42.0,2016-01-01,,0.0,1.0,0.0,""Engenharia, produção e construção"""
"575,495c46a9e1de4f39e81ff025c26dc598c58388b5,4.0,3.0,3.0,1.0,1.0,0.0,1992,9,29,,2013-01-01,0.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"586,917576f6786194761a96165a5508dfb61a4cf5fb,5.0,2.0,1.0,1.0,1.0,1.0,1995,5,2,41.0,2013-01-07,0.0,0.0,1.0,0.0,""Engenharia, produção e construção"""
"590,5e4e698f6488bd35c91fc01aacf244db59929414,4.0,3.0,3.0,1.0,1.0,0.0,1986,10,16,,2013-01-07,0.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"591,0837ee39a49f05a4550baa577db5934f664da04b,1.0,4.0,4.0,1.0,1.0,1.0,1994,10,24,42.0,2013-01-07,,,1.0,0.0,""Engenharia, produção e construção"""
"592,7366546bccfde1403896f74f570b650e3dc53501,1.0,1.0,4.0,1.0,1.0,1.0,1996,5,20,42.0,2016-01-07,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"593,8576043a77b077758145be64b28e3ce7a77f01e2,1.0,1.0,4.0,1.0,1.0,1.0,1996,5,3,42.0,2014-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"594,e7093aa4d736b57c3d9b6d715c9e8ced81006560,1.0,4.0,4.0,1.0,1.0,1.0,1986,5,12,41.0,2013-01-01,,,0.0,0.0,""Engenharia, produção e construção"""
"595,de67c02345be3fbbb3b38ddbc300c279ed0c8cf0,1.0,4.0,3.0,3.0,1.0,0.0,1989,4,28,43.0,2015-01-07,,,0.0,0.0,""Engenharia, produção e construção"""
"596,e1caf7c5370cb207f987a476ad16290ab5e5c636,1.0,1.0,4.0,1.0,1.0,1.0,1994,3,29,42.0,2012-01-07,,0.0,1.0,0.0,""Engenharia, produção e construção"""
"599,6b4cd561505697be1e065d89feab29e997a77196,2.0,1.0,4.0,1.0,1.0,1.0,1996,6,1,41.0,2014-01-07,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"601,4af47fae5557b774d072989e1fcfb57179aee206,1.0,1.0,4.0,1.0,1.0,1.0,1991,1,10,42.0,2010-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"603,42929b0828e1b70726bd71030def89054d8204d2,5.0,2.0,3.0,1.0,1.0,1.0,1989,7,21,42.0,2013-01-01,1.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"604,c857dbd2d0bca43e89af303821896cb0f1b39037,1.0,1.0,4.0,1.0,1.0,1.0,1996,5,19,42.0,2014-01-07,,0.0,0.0,,""Engenharia, produção e construção"""
"605,2ea5f8b3c481b72bb05d678c5cf9cd90c1ee064c,5.0,2.0,3.0,1.0,1.0,1.0,1997,1,5,42.0,2015-01-01,1.0,0.0,1.0,0.0,""Engenharia, produção e construção"""
"608,c8fe669f0d9de243cbdb956bfbff094374a8a33c,5.0,1.0,3.0,1.0,1.0,0.0,1984,9,3,41.0,2011-01-07,0.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"612,ac0b3cf9bedccf69406f138420c6532ebf29c39f,2.0,1.0,4.0,1.0,1.0,1.0,1998,5,20,42.0,2016-01-07,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"614,79d8e0195c09eee6ec0354ea376ca418ff1efee0,1.0,1.0,4.0,1.0,1.0,1.0,1996,10,25,42.0,2015-01-07,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"615,f8b2be5d2c5dfcc988daa681f6c702d47cef6477,2.0,1.0,4.0,1.0,1.0,1.0,1996,11,2,42.0,2014-01-07,,0.0,1.0,0.0,""Engenharia, produção e construção"""
"621,f0a47406a7f29fc13449a7fccedd62cc73f2055a,1.0,1.0,4.0,1.0,1.0,1.0,1994,5,30,42.0,2015-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"624,3217218847e9287148de8d6e7eee555c3aceb893,2.0,1.0,4.0,1.0,1.0,1.0,1994,11,11,42.0,2012-01-07,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"625,8f19bf3b3bb39783a7b80fd4f9d5946a1a989df1,1.0,1.0,4.0,1.0,1.0,1.0,1991,8,5,42.0,2010-01-01,,0.0,0.0,,""Engenharia, produção e construção"""
"626,302b60cb6ae881220f5ec200df348984933c0c6a,1.0,1.0,4.0,1.0,1.0,1.0,1991,11,27,43.0,2011-01-01,,0.0,0.0,,""Engenharia, produção e construção"""
"629,d263906022dc2ecbc300231594f100f59be4b182,5.0,2.0,3.0,1.0,1.0,1.0,1995,8,8,42.0,2014-01-01,0.0,0.0,1.0,0.0,""Engenharia, produção e construção"""
"630,fb9dbfa09edf9389f2b71f0ec3b3830135fe3698,1.0,1.0,4.0,1.0,1.0,1.0,1995,1,25,42.0,2012-01-07,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"634,2353bd4ba6af346e01f2890aa6a9f24c59da49f4,5.0,2.0,3.0,1.0,1.0,1.0,1992,7,26,42.0,2010-01-01,1.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"638,bba461e9b7ff340d19c9bbeab85232dcf31352c9,1.0,1.0,4.0,1.0,1.0,1.0,1993,4,25,42.0,2012-01-07,,0.0,1.0,0.0,""Engenharia, produção e construção"""
"639,b9479fd49f4619df3abe62b4f14b9dbf00e2ae4d,1.0,1.0,4.0,1.0,1.0,1.0,1994,3,11,42.0,2012-01-01,,0.0,1.0,0.0,""Engenharia, produção e construção"""
"644,ed8f17efd2b63d47ba42dca378db86e3dff02530,4.0,3.0,3.0,1.0,1.0,1.0,1988,2,25,42.0,2011-01-07,0.0,0.0,1.0,0.0,""Engenharia, produção e construção"""
"645,49a752f2be56f824331189ff2e37a2bd59040e9e,5.0,2.0,3.0,1.0,1.0,1.0,1994,3,17,42.0,2013-01-07,1.0,0.0,1.0,0.0,""Engenharia, produção e construção"""
"646,4a163d619108c8cddfe18614062997dc4e09a0aa,4.0,3.0,1.0,1.0,1.0,2.0,1984,1,20,,2016-01-01,0.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"649,0dd6bfef5ea02a1071ee0c1f338670a0803a7676,1.0,1.0,4.0,1.0,1.0,1.0,1998,4,5,42.0,2016-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"654,adb452bfcec2d513fc9637d7f80be6b46c56f946,2.0,1.0,4.0,1.0,1.0,1.0,1995,9,21,42.0,2013-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"655,1f1fa848f927a32737c05cf7e8987a4e41f7c8e2,2.0,1.0,3.0,1.0,1.0,1.0,1989,11,5,42.0,2015-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"656,85adb66188c8a027afaba141c1fcc1556be03c83,4.0,3.0,3.0,3.0,1.0,1.0,1979,9,8,,2014-01-01,1.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"657,9fb76a4dc960f1be94622a27a67ed70522ee6d3d,2.0,1.0,4.0,1.0,1.0,1.0,1993,2,6,42.0,2010-01-07,,0.0,1.0,0.0,""Engenharia, produção e construção"""
"658,61fa8623bc9cd5c974498f8f8df5e075efb70cd5,5.0,1.0,3.0,1.0,1.0,1.0,1993,8,25,41.0,2016-01-01,1.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"660,c272e5e2ff475e836e2ee071ee2ff71e3d84aff9,5.0,2.0,3.0,1.0,1.0,3.0,1995,3,1,41.0,2014-01-01,1.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"669,2512e51a2962abebda38ec25c78ee5cbb162a277,4.0,3.0,1.0,1.0,1.0,1.0,1996,10,2,,2016-01-07,0.0,0.0,1.0,0.0,""Engenharia, produção e construção"""
"671,d8c66cf10bf5f44c2a88782311c89acd031dbac7,1.0,1.0,4.0,1.0,1.0,3.0,1995,9,9,35.0,2013-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"673,61c1c31c0f87f20b7e19a3744344f1870205e457,5.0,2.0,1.0,1.0,1.0,1.0,1998,6,27,42.0,2016-01-01,1.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"675,328d5320aff2137c4b48bf89145cba936189aae7,2.0,1.0,4.0,1.0,1.0,1.0,1991,12,14,42.0,2013-01-07,,0.0,1.0,0.0,""Engenharia, produção e construção"""
"676,e1d1ade26f37a1b3f6be91d81488c8aeac55634c,1.0,1.0,4.0,1.0,1.0,1.0,1996,7,4,42.0,2014-01-07,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"679,03f6b58336aec853c71310f4322ba41c78cfdce7,1.0,1.0,4.0,1.0,1.0,1.0,1992,1,22,42.0,2011-01-07,,0.0,1.0,,""Engenharia, produção e construção"""
"680,1591e9264d4464ab9003a5395f1a2c24ac2d4637,1.0,1.0,4.0,1.0,1.0,1.0,1991,5,21,42.0,2012-01-01,,0.0,1.0,0.0,""Engenharia, produção e construção"""
"686,b95409bf1757d8ddf6555b2bcd04de7bb0938a85,1.0,1.0,4.0,1.0,1.0,1.0,1990,5,16,42.0,2011-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"693,629de37ce7a83856c8a90440e1ed23f0e8766911,1.0,4.0,2.0,1.0,1.0,1.0,1987,7,23,42.0,2011-01-07,,,0.0,0.0,""Engenharia, produção e construção"""
"694,0550e759622a9b9077395825992374d339dabe88,1.0,1.0,4.0,1.0,1.0,1.0,1996,9,20,42.0,2015-01-01,,0.0,1.0,0.0,""Engenharia, produção e construção"""
"696,802b95365f5cfa978925fd1d170e4ffb1a5b2821,2.0,1.0,4.0,1.0,1.0,1.0,1989,5,2,42.0,2014-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"697,1772ccbec49952617e8da63c30e7b8b67b7eae9c,1.0,1.0,4.0,1.0,1.0,1.0,1996,1,30,42.0,2014-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"706,82d4312c675e6dadddfcbac987b820a4fbd3d6a1,4.0,3.0,3.0,1.0,1.0,1.0,1993,5,10,42.0,2012-01-07,0.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"716,ef6581d2079cdafd065226fd7b35d0ff2cb039be,2.0,1.0,4.0,1.0,1.0,1.0,1986,7,28,42.0,2009-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"721,d1187b13d944e27ad2f0ded793d69d56524cd0eb,5.0,2.0,3.0,1.0,1.0,1.0,1993,1,21,42.0,2014-01-01,1.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"723,d1ecc25a02fb49c89cc08d8fda2da49340ff1c4a,1.0,1.0,4.0,1.0,1.0,1.0,1993,4,2,42.0,2011-01-01,,0.0,1.0,,""Engenharia, produção e construção"""
"728,a6883a4dd5d1a1e0788ed4b4f0a22e7457753219,1.0,4.0,4.0,1.0,1.0,1.0,1982,7,11,42.0,2016-01-01,,,0.0,0.0,""Engenharia, produção e construção"""
"733,e7dc1a9cb4163d905f99b03075e1266a277fa390,1.0,4.0,4.0,1.0,1.0,1.0,1996,5,22,43.0,2014-01-07,,,0.0,0.0,""Engenharia, produção e construção"""
"734,f37ff0a825ed528d29eda90ed8f672d5fd7f9c5a,5.0,2.0,3.0,1.0,1.0,1.0,1992,11,2,42.0,2016-01-01,0.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"735,2ec6ae34ed8d8a52daaafed538e2af81a91e9129,1.0,1.0,4.0,1.0,1.0,1.0,1994,11,16,43.0,2015-01-07,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"737,e12b002adb731535040abd1f9425a48f34e20592,2.0,1.0,4.0,1.0,1.0,1.0,1992,3,27,42.0,2011-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"741,8677fabc67a41b86991ab9927188b5dfdbe9f355,5.0,3.0,3.0,3.0,1.0,1.0,1997,7,10,42.0,2015-01-01,0.0,,0.0,0.0,""Engenharia, produção e construção"""
"742,8987ee3a718ab390b4d462649e30845c2b2ea407,5.0,2.0,1.0,1.0,1.0,1.0,1995,3,15,42.0,2014-01-01,1.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"744,585548a236ffd62f07d557b8f7185974f336cc65,2.0,1.0,4.0,1.0,1.0,1.0,1994,5,16,42.0,2012-01-07,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"745,0ac8c4309dca0293ea5aaab68e97cae5f0804a16,5.0,2.0,1.0,1.0,1.0,3.0,1994,6,9,41.0,2014-01-01,0.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"747,98fb7a90c48d6c2813446aec19c6cbbd6ecf11da,1.0,1.0,4.0,1.0,1.0,1.0,1998,2,1,43.0,2016-01-07,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"748,f59e776b2b75de5da54c005efedc6df6c1e101db,1.0,1.0,4.0,1.0,1.0,1.0,1996,7,11,41.0,2015-01-07,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"750,4591ebb83933720a102710759119319ee0ee2cf6,1.0,1.0,4.0,1.0,1.0,1.0,1996,4,11,42.0,2014-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"751,34d3ff094adde868979bb9b21bab2b23bbe1164a,1.0,1.0,4.0,1.0,1.0,1.0,1985,1,30,41.0,2016-01-01,,0.0,1.0,0.0,""Engenharia, produção e construção"""
"752,6d1e59c829e6911f05585545a30b640ee5eee1a2,1.0,1.0,4.0,1.0,1.0,1.0,1998,2,10,43.0,2016-01-07,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"756,eb56e2a7e53836d694c38c58a4c2cc041371b76a,5.0,2.0,3.0,1.0,1.0,1.0,1993,6,25,42.0,2014-01-01,1.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"758,dc7b7d224cac31a528ce81e799ff3a7eb59639a7,1.0,1.0,4.0,1.0,1.0,1.0,1983,3,12,42.0,2015-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"765,c29437dd8093d7410d9e0a2e360d68ecdc74a1ae,1.0,1.0,4.0,1.0,1.0,1.0,1990,11,29,42.0,2015-01-01,,0.0,1.0,,""Engenharia, produção e construção"""
"766,3cde256d4e79fdb359fe88422f63f6dcd2f63008,4.0,3.0,3.0,3.0,1.0,1.0,1972,5,21,,2016-01-01,0.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"768,2ca4e17e3bfe557fb6552c4c7663ff4a04a11c57,1.0,1.0,4.0,1.0,1.0,1.0,1998,12,5,50.0,2016-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"771,e641f5f368a75be67e911b67f5e4a07854fe427e,5.0,1.0,3.0,1.0,1.0,0.0,1978,1,19,42.0,2013-01-01,1.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"773,e2190a027d9ce746372714b8ed1dbd15759d40dc,1.0,4.0,4.0,1.0,1.0,1.0,1995,8,30,41.0,2015-01-01,,,0.0,0.0,""Engenharia, produção e construção"""
"775,fc16c44197ad1be884f18242d0434cc32247c4ff,5.0,2.0,3.0,1.0,1.0,1.0,1978,9,22,42.0,2015-01-01,0.0,0.0,1.0,0.0,""Engenharia, produção e construção"""
"782,842bcfb2bece4c9ab65f17f1050b0954c5a557f6,1.0,1.0,4.0,1.0,1.0,3.0,1996,12,11,42.0,2014-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"785,f38748a2d46d4591b2743e7ee1778ea5edd29c9d,2.0,1.0,4.0,1.0,1.0,1.0,1994,6,14,42.0,2012-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"786,70c85560d0ac7f3100bd9c3cc05904a2817708e3,1.0,1.0,4.0,1.0,1.0,1.0,1997,6,24,42.0,2015-01-01,,0.0,1.0,0.0,""Engenharia, produção e construção"""
"788,3fbfa90da5dfb06f1de0cc0ddd08b327c863d22b,1.0,1.0,4.0,1.0,1.0,1.0,1993,9,19,42.0,2016-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"789,a183fb1f55f2a320bb774c090ff1e9087ed22c41,5.0,1.0,3.0,1.0,1.0,0.0,1997,4,25,41.0,2015-01-01,1.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"790,1972f466ae94ca1186d9b4911563ab7206b1da0b,1.0,1.0,4.0,1.0,1.0,1.0,1992,11,7,41.0,2014-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"796,67d272bcc4dc2bb29e167bc1df46ac7da284d048,4.0,3.0,3.0,1.0,1.0,1.0,1993,7,23,,2012-01-01,0.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"797,4a3b9b52e1207cc6a02894cba1214b08df58c61c,2.0,1.0,4.0,1.0,1.0,1.0,1994,9,18,42.0,2012-01-07,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"802,f634da8cc1811ac56a78e473c3d779d084047696,5.0,2.0,1.0,1.0,1.0,0.0,1995,1,14,41.0,2013-01-01,0.0,0.0,1.0,0.0,""Engenharia, produção e construção"""
"805,c42a3d8bf5be0016233f77dd273bb83fd59b4362,1.0,1.0,4.0,1.0,1.0,1.0,1991,10,24,42.0,2016-01-01,,0.0,0.0,,""Engenharia, produção e construção"""
"807,69be509a1f90ef660dc84e528bb308279596e919,1.0,1.0,4.0,1.0,1.0,1.0,1996,6,10,42.0,2014-01-01,,0.0,0.0,,""Engenharia, produção e construção"""
"808,c6c04afb87975d72d3f6fc3b30af283c2db24f90,1.0,1.0,4.0,1.0,1.0,1.0,1996,7,19,50.0,2015-01-07,,0.0,1.0,0.0,""Engenharia, produção e construção"""
"809,0aec53903fc8425422abc9b7ecc2e029f038de37,2.0,1.0,4.0,1.0,1.0,1.0,1996,6,1,42.0,2014-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
